;text;sentFator
3547;Vendas do Pão de Açúcar sobem e empresa fatura R$ 14,9 bi no 1º tri:   O Grupo Pão de Açúcar (PCAR4) anunciou... http://t.co/VS3gtX1eQi;Positivo
3550;SLW recomenda três carteiras para investir no mês de abril, confira: Todas as três seleções ... http://t.co/k9YK2IDLmy #infomoney #vale5;Positivo
3552;Petr4, gráfico diário. Fechamento em R$ 14.40 com queda de 0.55%. http://t.co/rZtwwGD90O;Negativo
3553;$MRVE3 - Mrv (mrve-nm) - Alteracao Do Calendario De Eventos Corporativos http://t.co/sHRYZSHees;Neutro
3554;@SuellenCDavid  Suellen, vem subindo: http://t.co/eVekrxqVFm;Neutro
3562;#CESP6 subiu 26% nos últimos 10 pregões, fechamento de GAP? http://t.co/pCZZiFU6ng;Neutro
3564;Ativo c/ vol Financeiro Superior à sua MM21-16h: KEPL3 LPSB3 OIBR4 PETR3 PETR4 POMO4 SBSP3 SSBR3 SUZB5 USIM5 VALE3 VALE5 VIVT4;Neutro
3566;#petr4 abriu as porteiras, agora passa uma boiada! O elástico começou a esticar, a mão invisível logo logo vai entrar pesado nesse papel!;Negativo
3567;$EMBR3 - Embraer (embr-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/bAkaZHFfSb;Neutro
3570;Rastreamento ações-Gráfico diário-14h. Analise se romper:BBDC3 29,95 BBDC4 28,20 CTIP3 25,91 ESTC3 22,85 HGTX3 26,77 MULT3 46,44 VLID3 32,21;Neutro
3571;@Live_Trade Marcos, qual seu sentimento sobre #petr4? corrige até 14,70?;Neutro
3575;@Live_Trade @DiehlRdiehl Na maioria das vezes sim, mas neste caso o teu TS mandou vender a #vale5 aos R$ 27,34 e agora ela tá quase R$ 30,00;Negativo
3576;Rastreamento ações-Gráfico diário-16h. Analise se romper:  ENBR3 10,12 ODPV3 9,32 STBP11 16,94;Positivo
3580;@polynda21 morenaça nas lojas americanas #lame4 http://t.co/D7DankwC3f;Neutro
3581;Day trade VALE5 Espetacular – 6 prejuízos previstos e evitados (-1,60% de perda evitada!) 24-03-14 http://t.co/OOP3CcpEDF;Positivo
3583;$FIBR3 - Fibria (fibr-nm) - Conclusao De Recompra Do Bond 2020 http://t.co/hykq9oFahY;Neutro
3587;BOMBA: Reforma da CEF e BB.  (http://t.co/oA6wiJnHGa) O q vc acha @ferrisss? #BBAS3;Neutro
3588;"Ontem o dia foi de tomarem #BBDC3 e #BBDC4
Outros destaques do BTC: #PETR3 #CMIG4 #SUZB5
R$ em tx: #BBDC4 #RENT3 #OIBR4
@ferrisss @HudsonPF";Neutro
3592;@BlackWizardX @Adriano3Luis O pior ta petr4, só apanha;Negativo
3595;Bbas3, gráfico diário. Fechamento em R$ 19.13 com queda de 0.62%. http://t.co/W1QX3TGA6x;Neutro
3596;RT @filipejsilvaf: Era uma vez duas pessoas que se conheceram. Ambas eram parecidas. Apaixonaram-se. Acabaram. Descobriram que afinal eram …;Neutro
3598;#PCAR4 - Receita do Pão de Açúcar fica perto de R$ 15 bilhões no trimestre - http://t.co/mOp8priwEm;Neutro
3599;$SBSP3 - SABESP anuncia revisão tarifaria http://t.co/XxmZ7MkjrV;Neutro
3600;Moçada, alguém tem notícia do julgamento do STJ sobre os bancos? Tô precisando comprar umas BBAS3 nesse patamar de $19,00.;Neutro
3601;@VEJA @dlamboia analise o fundamento desse lixo  http://t.co/BgLmYn5LsL;Neutro
3602;Ativa faz mudanças em carteira de março, veja quem saiu e quem entrou: A nova escolhida pelo... http://t.co/mEfz1RLyk9 #infomoney #vale5;Neutro
3605;"Notas gerais

A BROOKFIELD (BISA3) não conseguiu reverter perdas e registrou prejuízo líquido consolidado de R$... http://t.co/4e7aORZ6LU";Neutro
3606;Análises técnicas para #IBOV e  #PETR4. http://t.co/S5Gxw3m9F0;Positivo
3608;@Live_Trade oibr4, alguma sugestão?;Neutro
3609;RT @lambari_trader: PETR4 sobe 8,13% c o anúncio de CPI. BOVESPA sobe 3,5% com queda da popularidade da Dilma. Cada um tire suas conclusões…;Negativo
3612;Rastreamento ações-Gráfico diário-16h. Analise se romper: BRFS3 50,33 CTIP3 28,42 CYRE3 13,57 ESTC3 23,59 GETI4 17,83 ODPV3 9,06 VIVT4 46,39;Neutro
3614;RT @otraderonline: CMIg4 - acionado - parametros http://t.co/MPfzB6Vj0o;Neutro
3620;RT @SouCalmo: Dólar caindo é Ibovespa e Petr4 subindo.. Daí aparece anencéfalos como ESader e falam q o país reage.Ñ estrume, reage pq a Di…;Negativo
3623;@drunkeynesian É óbvio, mas e o rabo preso? Mais fácil atacar pela desvalorização da PETR4 (o que é mais mesquinho e dá bem menos votos).;Negativo
3625;"Notas gerais

A PETROBRAS (PETR4) teria assinado pelo menos R$ 90 bilhões em contratos sem licitação desde 2011... http://t.co/u9Bft3wAw6";Negativo
3626;@pomeu e bvmf3 também;Positivo
3627;Dólar caindo é Ibovespa e Petr4 subindo.. Daí aparece anencéfalos como ESader e falam q o país reage.Ñ estrume, reage pq a Dilma cai na pesq;Negativo
3629;A última indicação da #MRVE3 resultou em 4.51 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
3633;@ferrisss no entanto tem umas que parece ter talento para queda. #PETR4 #PETR3;Negativo
3634;#petr4 Eita sinalzinho de Fundo Bão na sexta hein?  lembram?;Positivo
3635;RT @PAPAntiPetralha: A @DilmaBR mentiu =&gt, A @Petrobras barra apuração de contratos bilionários no TCU http://t.co/sjeuDUpLay  #Petr3 #Petr4;Negativo
3644;@picapautrader Vale5 … a continuar assim será o maior Yield da bolsa. E pagará dividendos em abril …. @Fontes_;Neutro
3645;"9 ações que atingiram preço máximo histórico, 5-KROT3,ITSA4,ESTC3,ITUB4,BBDC4,podem subir mais, por Eduardo Tavares
http://t.co/6LozhovQpK";Positivo
3650;$TIMP3 - Tim Part S/a (timp-nm) - Deliberacoes Da Assembleia http://t.co/0MkHI1c4BP;Neutro
3651;8 'pesos-pesados' da Bolsa que puxaram o Ibovespa para mais um dia positivo: Petrobras, Vale... http://t.co/TTp0H90QJX #infomoney #vale5;Positivo
3652;@LeonardoGSaade Petrobrás teve prejuízo? teve lucro: olha o link aí: http://t.co/tGyVdpHVe3;Neutro
3655;&lt,No te necesitó-Santiago Cruz3.;Negativo
3657;A última indicação da #MRVE3 resultou em -0.76 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
3661;'@lauramejia0203: &lt,Andres Cepeda &amp, Santiago Cruz3 *.*';Positivo
3664;RT @joanarauhl: sera que ja fizeram o trabalho;Neutro
3665;volume chegando em #VALE5 e #INDJ14;Neutro
3666;Vale pode perder US$ 500 milhões com o investimento feito na Guinea, Africa ocidental. O país pretende revogar o direito minerário. #VALE5;Neutro
3668;RT @joanarauhl: @imcharliedrew @1avelagay @mel_cruz3 @Angela_dias24 pode ser as 4?;Neutro
3670;RT @NuvensIchimoku: #PETR4 - Análise #Ichimoku - pregão de sexta-feira, 28 de fevereiro. http://t.co/oAHK5pB3e0;Neutro
3673;#HGTX3 só perdeu R$20,00 de um ano pra cá! Coleções ruins, vendas fracas e ainda saiu do MSCI...que faseeeee;Negativo
3677;RT @i_am_a_lord: hoje o ed deu soco no vini, fiquei tipo: wtf, o que se passa com o mundo?;Negativo
3682;#PETR4 mais uma 'ótima' notícia para a Petrobomba!!! Rumo ao 0,01 http://t.co/ZFlkPnZLqE;Negativo
3684;Concluir q as coisas n #Petr4 estão feias não é difícil é só ver a'Graça'do Sr.Goonies Sloth Cerveró @clubedopairico http://t.co/Ns5fdPB4aR;Negativo
3685;#CESP6 - Lucro da Cesp mais do que dobra, com ganhos por venda de energia - http://t.co/wD8lof1TBv;Positivo
3686;Rastreamento ações-Gráfico diário-11h. Analise se romper: CYRE3 13,41 GFSA3 3,67 HYPE3 16,68 PETR4 17,14 VIVT4 46,75;Neutro
3687;MP 627 sera votada quarta da semana que vem...governo precisa arrecadar mais para superavit primario...afeta diretamente a VALE5...;Negativo
3692;Tá faltando VALE5 dar uma arrancada forte. Ação de maior peso no IBOV não pode ficar nessa pasmaceira por muito tempo.;Negativo
3694;GOLL4 comprar a R$ 10.19 indicado em 17/03/2014 10:48 e finalizou a venda com resultado de R$ 0.86 ou 8.44 % http://t.co/kgt1YiTbF7;Neutro
3695;RT @picapautrader: @realsardenberg A Petrobrás #PETR4 tem salvação??? #SardenbergResponde esta eu quero ver vc responder!!!;Positivo
3698;CSN (#CSNA3): Programa de Recompra de Ações. http://t.co/TJshHLJGxw;Neutro
3699;Não é que o KingKong #PETR4 está se segurando com a expectativa da pesquisa de sábado...;Positivo
3701;quem tinha me perguntado cedo sobre #alll3?  saiu no Obj?;Neutro
3702;O fundo ocorreu no dia 17/03, nos R$12,57. Em 12 pregões já subiu mais de 30%. Isso tudo, no meio de escândalos de corrupção. #PETR4;Negativo
3704;Vale PN (VALE5), gráfico diário. Estudo técnico e ... http://t.co/BqYzZR0ZPA;Neutro
3707;@eddu0001 Estava, fiz uma kgda aqui não esperei confirmar e vendi.....paciência....vou entregar o lucro de Rsid3 e Cyre3 p/ vale5;Negativo
3712;A última indicação da #ITUB4 resultou em 0.60 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
3713;@Live_Trade tem alguma coisa pra petr4;Positivo
3718;na #PETR4 fiquemos de olho em como ela se comporta ao enfrentar os R$13,5x ... Agora a região é resistência ... =/;Negativo
3720;#alll3 comprando;Positivo
3721;$CPLE6 - Copel anunciou resultados de 2013 http://t.co/s9oCSZ5hGE;Neutro
3722;#goll4 taxiando o dia inteiro, daqui a pouco acaba o gás....rsr;Neutro
3724;assim como quebraram a PETR4, Eletrobras, etc retalham o Brasil. A QUEM INTERESSA O CONFLITO INDÍGENA? @Confisconao http://t.co/p3bfnNO1Y5;Negativo
3726;Rastreamento ações-Gráfico SEMANAL-16h Analise se romper:ABEV3 17,1929 GFSA3 3,4386 GOLL4 11,208 ITUB3 31,7692 ITUB4 33,8645;Neutro
3735;Bbdc4, gráfico diário. Fechamento em R$ 28.87 com queda de 0.59%. http://t.co/CSKP3yXpA5;Negativo
3736;ao menos uma boa notícia ... a Fitch não mexeu na nota da #PETR4 ...;Positivo
3737;Rastreamento ações-Gráfico diário-12h. Analise se romper:  IBOV 52344,52 ITUB4 35,77 LIGT3 19,22   MULT3 50,45;Neutro
3740;Na mosca!! RT @Live_Trade Olha a refugada da vale5 perto do obj;Neutro
3742;"Ja PETR3 107M de ações alugadas. 81% acima da media, na maxima de 180d. 
@ferrisss @dfittarelli";Neutro
3744;RT @asacchettn3: @ferrisss @dfittarelli vendinha de itub4 nos 35,10 começando a dar frutos, VAI QUE VAI!;Positivo
3746;Alll3 só de olho;Neutro
3749;@roneymau Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO;Negativo
3753;#BOVESPA #EMBR3 Embraer vende 28 cargueiros ao Brasil em negócio de R$ 7,2 bi. http://t.co/U1t7Xj8iOH;Positivo
3760;$SUZB5 - Aviso de Webcast: A Suzano Papel e Celulose S.A. anuncia a Webcast de sua Teleconferência sobre os http://t.co/QbsegbSTM7;Neutro
3762;#vale5 amanha conversamos.....rs;Neutro
3763;@Live_Trade petr4 fechou abaixo de 16,40 marcos? Ps. Esse vício não ta me deixando curtir o frio de NYC. To pegando fogo kkk;Neutro
3765;$PETR3 - Petrobras (petr) - Comprova Descoberta Em Aguas Profundas Na Bacia Potiguar http://t.co/3JseOl3iVW;Positivo
3766;#BR #BOVESPA #FIBR3  Fibria Celulose divulga fato relevante sobre plano de outorga de opção de compra de ações. http://t.co/xVMnlhrXwG;Neutro
3770;@PaiRico @frfontanella @eddu56 @TiagoBDS Acabei de fazer análise da sua #petr4 . Abraços !;Neutro
3777;"Notas gerais

As ações da USIMINAS (USIM5) registraram a maior desvalorização do índice IBOVESPA ontem após a... http://t.co/wRPbnKqQBE";Negativo
3781;#EMBR3 - Embraer quer ter até 20% do mercado de cargueiros médios - http://t.co/xEeN4en1nU;Neutro
3782;Comprei um pouco de #ABEV3 acredito que seja uma boa poupanca!;Positivo
3787;“@SouCalmo: #EuApoioCPIdaPetrobras e q Dilma, Foster, Gabrielli se expliquem pelo ROUBO da Petr4 em Pasadena...”;Negativo
3789;#VALE5: O preço do minério de ferro subiu hoje pelo terceiro dia consecutivo e apresentou alta de 3,8% no mercado... http://t.co/Xnx57np6d6;Positivo
3791;IBOVESPA em alta de 0,92%, mesmo c/ queda da PETR3, de -0,79%, PETR4, -0,12%, GGBR4, -0,41%, USIM5, -1,64%, e OIBR4 de -2,16%;Neutro
3792;Cade aprova aquisição de direitos minerários da Novelis pela Vale: Em documento submetido ao... http://t.co/WZ9SfuDW9J #infomoney #vale5;Positivo
3793;Ativo c/ vol Financeiro Superior à sua MM21-12h: DASA3 ECOO11 SHOW3 SMTO3 SSBR3;Neutro
3795;#BRAP4 fica EX em JCP e Dividendos hoje.;Neutro
3796;Investidores da Petrobras Petr4 deveriam processar essa Dilma, que estava no Conselho e tambem Gabrieli - no mínimo foram negligentes;Negativo
3798;RT @valoramais: #VALE5 VALE5): o preço do minério de ferro avançou 1% de ontem para hoje, sendo negociado no mercado a vista... http://t.co…;Neutro
3801;#petr4 na briga com 12,94;Neutro
3805;Trades em andamento sem realização parcial ou stop loss apenas a venda em bbas3. Start 20,09. Stop 21,92 e alvo 18,26;Neutro
3806;Ativo c/ vol Financeiro Superior à sua MM21-14h: BBRK3 FLRY3 FNAM11 ITUB3 LPSB3 SBSP3 SSBR3 SUZB5 VALE5;Neutro
3808;"PETR4: Acabei de publicar uma análise simples de curto prazo, lá no fórum.

Acesse neste link:... http://t.co/0x57a0hM13";Neutro
3810;bvmf3 gatilho cancelado, mais um hehe;Positivo
3813;é quem entrou vendido, day-trade em PETR4 se deu bem!;Positivo
3816;Análise - 27.05.14 - IBOV, PETR4, VALE5, GOLL4, CTIP3, RENT3, DTEX3, MULT3 e CPLE6. Assista! http://t.co/zeTsnZyqCv;Positivo
3819;A última indicação da #KROT3 resultou em -0.10 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Negativo
3823;Ativo c/ vol Financeiro Superior à sua MM21-14h: CGAS5 CYRE3 DAYC4 DTEX3 ELET3 FESA4 FLRY3 GGBR3 GRND3 HRTP3 INDFUT ITUB3 LLXL3 MMXM3 MRFG3;Positivo
3824;#BRFS3 - Venda do setor de lácteos reforça aposta em internacionalização da BRF - http://t.co/N9joO8bHxy;Neutro
3825;#JBSS3 - Rússia embarga compra de carne bovina de unidade da JBS na Austrália - http://t.co/6YU7juePkr;Neutro
3826;Ativo c/ vol Financeiro Superior à sua MM21-12h: BBSE3 CSNA3 LIGT3 MRVE3 PINE4;Positivo
3828;#BBAS3 Banco da Brasil (mensagem: 956467)  http://t.co/75T8wtmEXw;Neutro
3829;"CPLE6 - Saída 

http://t.co/dOfZkAH4AT";Neutro
3832;Boa semana a todos! De olho no setup de venda em MRVE3, muito bonita!;Positivo
3835;Rastreamento ações-Gráfico diário-14h.Analise se romper: BRPR3 18,15 CIEL3 40,23 HYPE3 18,36 MPLU3 31,49 MRFG3 4,91 SULA11 17,25 TBLE3 34,32;Neutro
3836;RT @picapautrader: O negócio é investir em PUTs de boas empresas!! #VALE5 #PETR4;Positivo
3837;RT @chrinvestor: A estimativa de prejuízo para a Petrobras no caso de racionamento é de R$ 620 milhões de dólares. Pobre acionista minoritá…;Negativo
3838;#petr4 - Agora vou vender, não acredito que feche o dia sem realização e num preço maior do que este. Se perder, vai compensar com o ganho.;Positivo
3839;RT @Fontes_: #petr4 alta hoje de 6,28%, #Vale5 alta de 1,95% e #bbas3 alta de 5,43% e os pessimistas bem caladinhos como ficam sempre os co…;Positivo
3840;"RT @1avelagay: tou a comer morangos
ah";Positivo
3844;RT @joanarauhl: não temos nada para fazer ugh;Negativo
3845;Meninos, quando o Lambari disser que BBAS3, VALE5, ITUB4, BVMF3 e GGBR4 estão baratas, acreditem, eu manjo delas. PETR4 está SEMPRE cara!;Positivo
3847;A última indicação da #OIBR4 resultou em -2.56 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
3848;Bom dia! Prepare-se para o pregão desta 4ª. Assista: IBOV, PETR4, VALE5, EMBR3, SMLE3, HYPE3, CRUZ3, PMAM3 e NATU3. http://t.co/SbHM6qlUrO;Neutro
3849;O governo federal, incompetente em conter a inflação de outras maneiras, opta por prejudicar a maior empresa do país. #PETR4 #vergonha;Negativo
3850;#CMIG3 #CMIG4 -  Cemig pede à Aneel reajuste médio de tarifas de quase 30% - http://t.co/0UiJhGaw1e;Neutro
3853;Vale5  28,40 com fundo em 27,87 e topo 31,25, .Observar onde para de cair.;Neutro
3854;RT @bradesco_ri: Lucro Líquido Ajustado do 1T14 foi de R$ 3,473 bilhões (+ 18,0% em relação ao Lucro de R$ 2,943 bilhões no mesmo período d…;Positivo
3860;@Live_Trade que preço comprou usim5?;Neutro
3870;Desempenho das ações do Itaú Unibanco na semana passada:na Bovespa - ITUB4:5,99% e ITUB3: 6,58%, na NYSE – ITUB:9,35%,Índice Bovespa:5,04%.;Neutro
3872;RT @GelatinaBabe: aiai mel cnhçt por dntr e pr fora ,)))));Neutro
3877;Petr4 ta se tentando segurar nos 13,00;Negativo
3878;Gatilho position, semana que vem:   Ativo vale5 - Venda  - Validade 11/abr - Start 27,91 - Stop 30,06 - RP 25,76 http://t.co/bfQcsZb1xx;Neutro
3879;@Marielos_Cruz3 podes descargar torrents?;Neutro
3882;"@Live_Trade : o que o robo diz de BVMF3 ?
 http://t.co/oRA4bA8Qye";Negativo
3883;Santander recomenda 4 novas ações para o mês de abril na bolsa, saiba quais: Usiminas, Lojas... http://t.co/mWKucmv9G0 #infomoney #vale5;Positivo
3884;#petr4 amanhã no primeiro sinal intra entro na compra;Neutro
3889;Ativo c/ vol Financeiro Superior à sua MM21-14h: BBPO11 BOVA11 CMIG3 DTEX3 ENBR3 PFRM3 SMLE3 TECN3 TGMA3 VALE5;Neutro
3890;"BBSE3 - Safra decide diminuir número de ativos de sua carteira, veja as trocas - InfoMoney 
Veja mais em: http://t.co/BXD2IkR4E5";Neutro
3892;"#PETR4 RT @PortalOTempo: Produção de petróleo cresce 14,4% e a de gás natural bate recorde
 http://t.co/fK3TH9zYgq";Positivo
3893;BlackRock encarteirou 5,01% das ações da #bvmf3 em 22/04/2014.;Positivo
3897;Gráfico: #PETR4 agora faliuuuu  - http://t.co/OGGNb7eowq;Negativo
3899;Vixe! VALE5 tá quebrando?;Negativo
3901;Ação ex-dividendos hoje: CSNA3, ITSA3, ITSA4, ITUB3 e ITUB4. As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2;Positivo
3902;@WallFigueiredo Belo resultado da ABEV3 anunciado hoje no seu comentário diário. Parabéns!;Positivo
3904;CTIP3 encerrou com uma pequena perda (-0,76%). Abriu Estácio (ESTC3) e subiu forte, e BR Malls (BRML3), que... http://t.co/K7mbQ4GTJ8;Neutro
3905;Fibr3 observo p/ compra;Neutro
3906;Ativo c/ vol Financeiro Superior à sua MM21-16h:  MAGG3 MPLU3 MULT3 PETR4 PSSA3 USIM5 VLID3;Neutro
3907;RT @batatasemnome: Ando mais sensível que o costume.;Negativo
3908;Petr4 pode ser a primeira ação a começar a cair. IMA-crash bem alto e começando a cair. http://t.co/FRFC1OkWiQ;Negativo
3909;Vale Pn (Vale5), Gráfico Diário. http://t.co/MFk67eiFFx;Neutro
3911;#petr4 = alta de 6,11% às 11:47 ao preço de R$ 15,27, alavancagem de 20X na CLEAR, MELHOR TRADE DO ANO! Parecido c/ dia do Investment Grade;Positivo
3913;Rastreamento açõe-Gráfic diári-16h. Analise se romper:CPFE3 18,01 ENBR3 9,89 EZTC3 27,86 GFSA3 3,33 HYPE3 16,68 ICON 2301,35 INDFUT 49638,79;Neutro
3919;28/03/14 - 17:18: Maiores Altas: RSID3 6,06% R$1,75, BRML3 3,58% R$19,06, ESTC3 3,24% R$22,28, AEDU3 3,18% R$13,59, PDGR3 2,96% R$1,39.;Positivo
3928;acho que a charlie gosta de mim;Positivo
3930;@Zaga_Silos existem varios tipos de açoes, eu citei uma a Petr4, mas tem a Petr3 tambem. Tem que usar a media anual, para sermos justos.;Positivo
3931;RT @Arycensurado: Atencao #PETR3 e #PETR4 outro golpe do PT na #Petrobras . #Ibovespa  e FGTS sendo passado para tras http://t.co/4OhQ28P5Qr;Negativo
3934;11h06 = IBOV virou para o AZUL em +0,27% após Petrobrás, Eletrobrás e BB amenizarem perdas, e VALE subir: Vale3, +1,23% e Vale5, +1,65%;Positivo
3937;RT @gradualinvest: O estrategista da Gradual Investimentos, Flávio Conde, recomenda: Invista nas ações do Itaú Unibanco (ITUB4) nesta seman…;Neutro
3940;17/04/14 - 17:19:Maiores Baixas: PDGR3 -3,52% R$1,37, CSAN3 -1,67% R$38,08, AEDU3 -1,60% R$13,50, MRVE3 -1,33% R$7,41, ESTC3 -1,27% R$23,30.;Neutro
3941;LLXL3 comprando;Neutro
3943;NATU3 bateu no objetivo do Anderson agora, quer ver e saber quais as operações do Anderson, entre em contato: centraltrader@hotmail.com.;Neutro
3947;$RENT3 - Localiza (rent-nm) - Relatorios Do Agente Fiduciario http://t.co/qRrDpxFNLS;Positivo
3948;Elétricas sobem pelo 3º dia e Vale lidera perdas, veja outros 10 destaques: Em sessão bastan... http://t.co/d6hJfrnrVe #infomoney #vale5;Neutro
3949;RT @vitormiziara: de olha na PETR4 pra venda;Positivo
3950;A última indicação da #ITUB4 resultou em -1.52 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Positivo
3953;@clubedopairico Nice!!! Eu fui só de PETR4 e algumas q13.;Positivo
3954;Uma das corretoras q mais compraram a ação #PETR4 da Petrobras: Goldman Sachs. E DAÍ!!! #IBOV;Neutro
3957;$BRFS3 - Brf Sa (brfs-nm) - Renuncia E Eleicao De Membros Do C.a. (complemento) http://t.co/0uRQWZmhv5;Neutro
3961;"INTRADAY PETR4: Suportes 14,55 e 14,94 e resistências 15,90 e 16,47
INTRADAY VALE5: Suportes 26,93 e 27,40 e resistências 28,67 e 29,47";Neutro
3962;Buenos.. Dia agitado hoje. Entrei em #ciel3, o papel é caro mas ta interessante pelos gráficos. #cmig4 restou saindo, tomei preju 😡;Negativo
3963;#OIBR4 fêz uma Onda 5 de fundo no diário na mínima de 16/05/14 e tem alvos em 2,27 , 2,80 3,00 e 3,30 http://t.co/wZT56NS3Ji;Positivo
3964;$BRML3 - Br Malls Par (brml-nm) / Concepa (cncp) - Relatorios Do Agente Fiduciario http://t.co/a3cZlkKck2;Neutro
3966;Perdeu os dividendos da Vale? Existe uma forma até melhor de se aproveitar disso: Ações da B... http://t.co/fZlgRREMHr #infomoney #vale5;Positivo
3967;#CVCB3 registrou hoje seu oitavo pregão de alta enquanto #GOAU4 acumulou sua sexta baixa seguida. #LIGT3 #CMIG4 #ALPA4 com 5 altas!;Positivo
3971;Depois de ver a Dilma e Graca Foster usando o macacao da # petr4 eu to fora desse papel. Cruz credo!;Negativo
3972;07/03/14 - 17:20: Maiores Baixas: USIM5 -6,33% R$9,02, LIGT3 -6,04% R$15,85, CESP6 -5,09% R$21,25, CSNA3 -4,97% R$9,16, ELET6 -4,80% R$8,51.;Negativo
3973;"INTRADAY PETR4: Suportes 12,91 e 13,11 e resistências 13,49 e 13,67
INTRADAY VALE5: Suportes 25,42 e 25,94 e resistências 26,85 e 27,24";Neutro
3975;Eduardo Campos fala da Petr4, fala da Eletro, fala.... e ñ diz nada!! É o par perfeito pra Marina, só falta colocar 'sustentabilidade' em td;Negativo
3977;RT @EconomiaBr: #GFSA3 - Gafisa tem lucro líquido de R$ 921,3 milhões no último trimestre de 2013 - http://t.co/cjoaqZ1Qeu;Positivo
3979;Ativo c/ vol Financeiro Superior à sua MM21-13h: MPLU3 MULT3 OIBR3 OIBR4 PETR3 PETR4 PTBL3 SANB11 SEER3 SUZB5;Positivo
3980;#bisa3 avalio venda na perde de 1,42;Negativo
3982;$NATU3 - Natura (natu-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/WjdNAGUqnc;Neutro
3983;as ações do Itau ultrapassaram às da #PETR4 na 1ª prévia do índice ... o.O *sinal dos tempos ...*;Neutro
3985;"Vc ñ respondeu um monte de perguntas Graça Foster.. Q venha a CPI.. 

Tanto ñ explicou, q as ações da Petr4 despencam na bolsa..";Negativo
3988;As ações da Petrobras (PETR3, PETR4), Eletrobras (ELET3, ELET6) e Banco do Brasil (BBAS3) dispararam mais de 25% nesses últimos 16 dias.;Positivo
3990;A última indicação da #VALE3 resultou em -4.43 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
3991;A Petr4 sobe porque há rumor que candidatos da oposição estão ganhando terreno e não porque vão melhorar a gestão dela #EuAcreditoNoMantega;Negativo
3992;$PETR3 - Petrobras (petr) -candidatos Indicados Pelo Acionista Controlador Para O Ca E Cf http://t.co/D7kOIsDzeZ;Neutro
3994;Prepare-se para o próximo pregão: IBOV, PETR4, VALE5, IGTA3, GGBR4, BBAS3, QGEP3, HYPE3 , ABEV3 e AMAR3. Assista! http://t.co/QvLERXTY9q;Positivo
3995;As ações #PETR4 caíram -2,20% só hoje, está em R$ 13,29 ,qual será o fundo do poço?! @marthaeferreira @Rconstantino @Ricamconsult @infomoney;Negativo
3996;$LAME4 - Aviso de Webcast: Lojas Americanas anuncia Webcast sobre os Resultados do 4° Trimestre e do ano de http://t.co/S60WL12Jlo;Neutro
3999;OIBR4 - oportunidade? http://t.co/23cQZcVg46;Neutro
4006;Concórdia recomenda 15 papéis para investir ainda nessa semana, confira: Apenas uma das cart... http://t.co/0AEpn96biL #infomoney #vale5;Positivo
4010;.@Live_Trade o único jeito de pararem a #PETR4 de subir é colocando uma camisa de força. A guria tá maluca ! ,) hehehe;Positivo
4011;#CSN (CSNA3): Conselho aprova recompra de até 70,2 mi ações em 1 mês;Neutro
4012;Rastreamento ações-Gráfico SEMANAL-16h. Analise se romper:  ESTC3 24,58 JBSS3 7,99 KROT3 50,11 ODPV3 9,21 TIMP3 12,47 TOTS3 37,59;Neutro
4013;RT @HudsonPF: CSNA3 deve subir bem com dados bons da China e anúncio de recompra de 10% das ações nos próximos dias;Positivo
4016;"RT @bobdevonne: Fofo,solteiro e 96 :$$$$
Contactem-no por este twitter: @i_am_a_lord http://t.co/zSEUO7TM89";Positivo
4018;@JHPastorellii @petrobras  orgulho de que ah! deve ser funcionário teve aumento de salário ok! analise tonto http://t.co/BgLmYn5LsL;Negativo
4020;P/ Amanhã Olho em Goll4 / Klbn4;Positivo
4021;Oibr4 a caminho de nova máxima;Positivo
4024;"Notas gerais

A PETROBRAS (PETR4) demitiu o diretor financeiro da subsidiária Petrobras Distribuidora, Nestor... http://t.co/CMZD46pQOq";Neutro
4027;#ELET3 Eletrobrás: reunião que promete http://t.co/fZKymcKhfZ via @VEJA;Positivo
4028;@CaciqueInvest Petr4 postei 12,50 um mês antes ou mais rsrsr;Positivo
4029;#alll3 fechando na maxima do dia... lindo call hoje pra swing trade. Compramos nos R$ 7,40. #teamclear;Positivo
4031;"Na metade do pregão de hj IBOVESPA ganha 0,09%, c/ volume fraco de R$2,506 bi.
Petro3, +0,26%, Petr4, +0,31%, Vale3, +1,22% e Vale5, +0,61%";Neutro
4035;3 anos atrás um pessoal aí me disse que PETR4 a R$ 17,00 era de graça. hummmmm;Negativo
4039;Será q #PDGR3 necessita de nota de falecimento? ou este Zumbi já tá enterrado?;Neutro
4041;#PETR4 superou 1 bilhão de volume #bovespa;Neutro
4043;#SANB11 - Santander Brasil assina contrato para compra da Getnet - http://t.co/H56HB4FQ41;Neutro
