text,texto_unido,sentFator
#elet3 eletrobrás: reunião que promete http://t.co/fzkymckhfz via @veja,# elet3 eletrobrás : reunião que prometer http : //t.co/fzkymckhfz ver @ ver,Positivo
"@caciqueinvest petr4 postei 12,50 um mês antes ou mais rsrsr","@ caciqueinvest petr4 postar 12,50 um mês antar ou mais rsrsr",Positivo
"#alll3 fechando na maxima do dia... lindo call hoje pra swing trade. compramos nos r$ 7,40. #teamclear","# alll3 fechar o maxima do dia ... lindar call hoje pra swing trade . comprar o r $ 7,40 . # teamclear",Positivo
"na metade do pregão de hj ibovespa ganha 0,09%, c/ volume fraco de r$2,506 bi.
petro3, +0,26%, petr4, +0,31%, vale3, +1,22% e vale5, +0,61%","o dois do pregão de hj ibovespa ganhar 0,09 % , c/ volumar fraco de r $ 2,506 bi . petro3 , +0,26 % , petr4 , +0,31 % , vale3 , +1,22 % e vale5 , +0,61 %",Neutro
"3 anos atrás um pessoal aí me disse que petr4 a r$ 17,00 era de graça. hummmmm","3 ano atrás um pessoal aí me dizer que petr4 o r $ 17,00 ser de graça . hummmmm",Negativo
será q #pdgr3 necessita de nota de falecimento? ou este zumbi já tá enterrado?,ser q # pdgr3 necessitar de noto de falecimento ? ou este zumbir já tá enterrar ?,Neutro
#petr4 superou 1 bilhão de volume #bovespa,# petr4 superar 1 bilião de volumar # bovespa,Neutro
#sanb11 - santander brasil assina contrato para compra da getnet - http://t.co/h56hb4fq41,# sanb11 - santander brasil assinar contratar parir comprar da getnet - http : //t.co/h56hb4fq41,Neutro
"ggbr4 vender por r$ 17,84 indicado em 03/01/2014 15:26 http://t.co/zjrs3eeyz9","ggbr4 vender por r $ 17,84 indicar em 03/01/2014 15:26 http : //t.co/zjrs3eeyz9",Positivo
"goau4 5,11% r$17,07 bbas3 4,63% r$24,18 ggbr4 4,21% r$13,85 petr3 4,04% r$15,69 cple6 4,01% r$32,62 enbr3 3,94% r$10,53 elpl4","goau4 5,11 % r $ 17,07 bbas3 4,63 % r $ 24,18 ggbr4 4,21 % r $ 13,85 petr3 4,04 % r $ 15,69 cple6 4,01 % r $ 32,62 enbr3 3,94 % r $ 10,53 elpl4",Neutro
"ação ex-juros hoje: bbas3. as cotações históricas foram ajustadas. saiba mais! 
http://t.co/utsf6dp4ug",ação ex-juros hoje : bbas3 . o cotação histórico ser ajustar . saber mais ! http : //t.co/utsf6dp4ug,Neutro
rt @samicrux: @deisyliliana6 #sami_cruz3,rt @ samicrux : @ deisyliliana6 # sami_cruz3,Neutro
"#jbss3 - lucro da jbs subiu 112% no 4º tri, para r$ 140 milhões - http://t.co/aph31lt2lc","# jbss3 - lucrar da jbs subir 112 % o 4º tri , parir r $ 140 milhão - http : //t.co/aph31lt2lc",Positivo
@ivankraiser no caso da redecard ao menos pagaram mais q no ipo. a situação da bisa3 é digna de cadeia para quem propôs.,@ ivankraiser o casar da redecard ao menos pagar mais q o ipo . o situação da bisa3 ser digno de cadeia parir quem propor .,Negativo
"confira as análises atualizadas de bvmf3, itub4, pdgr3, petr4, usim5 e vale5 no invista em ações http://t.co/ywnly5cm6j","conferir o análise atualizadas de bvmf3 , itub4 , pdgr3 , petr4 , usim5 e vale5 o investir em ações http : //t.co/ywnly5cm6j",Neutro
"#sanb11: o roe desse banco não reforça o gráfico semanal, mas quem sabe num dá pra sacar um troco? http://t.co/b0zmd5fxhk","# sanb11 : o roe dessar banco não reforçar o gráfico semanal , mas quem saber num dar pra sacar um trocar ? http : //t.co/b0zmd5fxhk",Positivo
$elet3 - eletrobras (elet-n1) - material de apresentacao http://t.co/tihwgyjo1j,$ elet3 - eletrobras ( elet-n1 ) - material de apresentacao http : //t.co/tihwgyjo1j,Neutro
soprem sopradores #usim5 rsrrs,soprar soprador # usim5 rsrrs,Positivo
"vale e siderúrgicas caem com china, petrobras vira para queda: mais informações em breve http://t.co/ncpoktfgh0 #infomoney #vale5","valer e siderúrgico cair com chino , petrobras virar parir quedo : mais informação em breve http : //t.co/ncpoktfgh0 # infomoney # vale5",Neutro
"#ugpa3 figura de possível fundo com forte volume parou nos 38,2% de fibo no semanal
quem é arrojado vale dar uma espiada.","# ugpa3 figurar de possível fundir com forte volumar parar o 38,2 % de fibo o semanal quem ser arrojar valer dar umar espiar .",Positivo
"======&gt,&gt, rt @ale_chumer: petr4 caindo 3%, foi bem a (dês)graça foster hoje?","====== & gt , & gt , rt @ ale_chumer : petr4 cair 3 % , ser bem o ( dê ) graça foster hoje ?",Negativo
está na hora de pensar na petr3 e na petr4 com mais carinho?,estar o horar de pensar o petr3 e o petr4 com mais caro ?,Neutro
"a light s.a. fechou o dia de ontem ao preço de r$ 18,50 (-1,33%) com volume de r$ 18,88 mm.
$ligt3","o light s.a. fechar o dia de ontem ao preço de r $ 18,50 ( -1,33 % ) com volumar de r $ 18,88 m . $ ligt3",Neutro
"inva faz modificações em sua carteira mensal, confira: saíram as ações da unicasa (ucas3) e,... http://t.co/w7ecmn8kcd #infomoney #vale5","inva fazer modificação em suar carteiro mensal , conferir : sair o ações da unicasa ( ucas3 ) e , ... http : //t.co/w7ecmn8kcd # infomoney # vale5",Neutro
@marcosloro @stanleyburburin eu sou e estou comprador da @petrobras principalmente petr4,@ marcosloro @ stanleyburburin eu ser e estar comprador da @ petrobras principalmente petr4,Positivo
"csna3 vender por r$ 10,86 indicado em 18/02/2014 15:07 http://t.co/zjrs3eeyz9","csna3 vender por r $ 10,86 indicar em 18/02/2014 15:07 http : //t.co/zjrs3eeyz9",Positivo
inspirado hoje nas análise gráficas. atenção especial em hoot4 e rsid3. #probabiliadedealta #vejoumbomfuturonessespapeis #mir,inspirar hoje o análise gráfico . atenção especial em hoot4 e rsid3 . # probabiliadedealta # vejoumbomfuturonessespapeis # mir,Positivo
rt @bovespabrokers: o outro esqueleto da petrobras em pasadena http://t.co/th8q46qjbi #petr4,rt @ bovespabrokers : o outro esqueleto da petrobras em pasadena http : //t.co/th8q46qjbi # petr4,Negativo
vai barbuleta ! avua !!! =) #petr4,ir barbuleta ! avua ! ! ! = ) # petr4,Positivo
$estc3 - estácio (estc3): lucros disparam em mais de 100% http://t.co/h8gtumzow0,$ estc3 - estácio ( estc3 ) : lucro disparar em mais de 100 % http : //t.co/h8gtumzow0,Positivo
"rt @rodp13: #crise ↑↑↑↑↑↑↑↑
'@fontes_: #petr4 #bbas3 e #vale5 sobem forte hj, ferrando mais uma vez os pessimistas. diziam q eram faca cain…","rt @ rodp13 : # crise ↑↑↑↑↑↑↑↑ ' @ fontes_ : # petr4 # bbas3 e # vale5 subir forte hj , ferrar mais umar vez o pessimista . dizer q ser faca cain…",Positivo
"10 ideias de investimento, segundo o btg pactual: no lugar dos papéis da cpfl (cpfe3) e da minerva (beef3), o btg... http://t.co/uadrxueeu2","10 ideia de investimento , segundar o btg pactual : o lugar dos papel da cpfl ( cpfe3 ) e da minerva ( beef3 ) , o btg ... http : //t.co/uadrxueeu2",Neutro
dúvida do dia: o que aconteceria a um funcionário de qq empresa privada candidamente assumindo q deu um preju de mais de us$1 bi? petr4,dúvida do dia : o que acontecer o um funcionário de q empresar privar candidamente assumir q dar um preju de mais de us $ 1 bi ? petr4,Negativo
#bvmf3 continuidade,# bvmf3 continuidade,Neutro
"rt @garimpodeacoes: na bovespa, gestores definem para época das eleições ações de boa liquidez, como abev3, bbas3, ccro3, itub4, pcar4, ren…","rt @ garimpodeacoes : o bovespa , gestor definir parir época das eleição ações de bom liquidez , comer abev3 , bbas3 , ccro3 , itub4 , pcar4 , ren…",Positivo
"análises atualizadas de bvmf3, itub4, pdgr3, petr4, usim5 e vale5 no invista em ações http://t.co/lnfxooww7g","análise atualizadas de bvmf3 , itub4 , pdgr3 , petr4 , usim5 e vale5 o investir em ações http : //t.co/lnfxooww7g",Neutro
rt @imcharliedrew: melissa cruz adoro-te,rt @ imcharliedrew : melissa cruz adoro-te,Positivo
ativo c/ vol financeiro superior à sua mm21-16h: odpv3 oibr3 oibr4 pfrm3 sanb11 show3 slce3 ssbr3 sula11 taee11 tcsa3 tots3 vale3 vale5,ativo c/ vol financeiro superior à suar mm21-16h : odpv3 oibr3 oibr4 pfrm3 sanb11 show3 slce3 ssbr3 sula11 taee11 tcsa3 tots3 vale3 vale5,Neutro
"ibov petr4 vale5

gustavo franco: inflação é como alcoolismo, não tem cura, só controle.","ibov petr4 vale5 gustavo franco : inflação ser comer alcoolismo , não ter curar , só controlo .",Neutro
seu perfil foi visto por 3 pessoas nas últimas 2 horas http://t.co/uivlxxo16m,seu perfil ser vestir por 3 pessoa o último 2 horar http : //t.co/uivlxxo16m,Neutro
@fitzca @petrobras o mercado financeiro já provou que não se pode acreditar em falsos dados! que caia mais ainda petr3 e petr4! isso é justo,@ fitzca @ petrobras o mercar financeiro já provar que não se poder acreditar em falso dar ! que cair mais ainda petr3 e petr4 ! isso ser justar,Negativo
@ajramora28 @monicabayeh @profeborto @ciriademattos não compre jbss3,@ ajramora28 @ monicabayeh @ profeborto @ ciriademattos não comprar jbss3,Negativo
"fevereiro 2014:

ainda não é o momento de entrar: vale5, csna3 ou petr4.

tendência e resultados favoráveis: estc3, pssa3, embr3 e wege3.","fevereiro 2014 : ainda não ser o momento de entrar : vale5 , csna3 ou petr4 . tendência e resultar favorável : estc3 , pssa3 , embr3 e wege3 .",Neutro
"rastreamento ações-gráfico diário-11h. analise se romper:  estc3 22,11 krot3 43,95  ativo c/ vol financeiro superior à sua mm21-11h: nenhum","rastreamento ações-gráfico diário-11h . analisar se romper : estc3 22,11 krot3 43,95 ativo c/ vol financeiro superior à suar mm21-11h : nenhum",Neutro
"rt @wallfigueiredo: rastreamento ações-gráfico diário-15h. analise se romper:  alsc3 17,79 brfs3 44,54 brml3 18,30 bvmf3 10,43 ccro3 16,70 …","rt @ wallfigueiredo : rastreamento ações-gráfico diário-15h . analisar se romper : alsc3 17,79 brfs3 44,54 brml3 18,30 bvmf3 10,43 ccro3 16,70 …",Neutro
"goll4. aposto todas as minhas fichas que goll4 fecha acima de 13,50 hoje.","goll4 . apostar todo o meu fichar que goll4 fechar acima de 13,50 hoje .",Positivo
ações ex-juros hoje: brap3 e brap4. as cotações históricas foram ajustadas. saiba mais! http://t.co/utsf6dp4ug,ações ex-juros hoje : brap3 e brap4 . o cotação histórico ser ajustar . saber mais ! http : //t.co/utsf6dp4ug,Neutro
cesp6 no gráfico diário indice uma possível reversão!!!,cesp6 o gráfico diário indice umar possível reversão ! ! !,Positivo
a última indicação da #usim5 resultou em 3.43 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # usim5 resultar em 3.43 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Positivo
$enbr3 - energias br (enbr-nm) - esclarecimentos http://t.co/bdcgyaz56z,$ enbr3 - energia br ( enbr-nm ) - esclarecimento http : //t.co/bdcgyaz56z,Neutro
"se dizer enganada é ingenuidade ou esperteza demais
exdirtr #petr4 http://t.co/aihc8dom0m http://t.co/ahmkehybf0 #somostodoscontramarcocivil",se dizer enganar ser ingenuidade ou esperteza demais exdirtr # petr4 http : //t.co/aihc8dom0m http : //t.co/ahmkehybf0 # somostodoscontramarcocivil,Negativo
tble3: nova ww anula a anterior. pode ser #repique ou #reversão http://t.co/pvprretgn6,tble3 : novo w anular o anterior . poder ser # repicar ou # reversão http : //t.co/pvprretgn6,Neutro
$petr3 - leilao de petrq87(petr3) ate 15:35 h - oscilacao maxima permitida http://t.co/rgmjzcptft,$ petr3 - leilao de petrq87 ( petr3 ) atar 15:35 h - oscilacao maxima permitir http : //t.co/rgmjzcptft,Neutro
"hoje foi tríplice! operações invictas na semana... petr4, vale5 e futuros (dolar e indice) - 4 operações dt e 4... http://t.co/hdcbwzicul","hoje ser tríplice ! operação invicto o semana ... petr4 , vale5 e futuro ( dolar e indice ) - 4 operação dt e 4 ... http : //t.co/hdcbwzicul",Positivo
"#vale5 as opções com venc. dia 19/05 vão virar pó, ai a vale5 vai subir kkk","# vale5 o opção com venc . dia 19/05 ir virar pó , ai o vale5 ir subir kkk",Positivo
$embr3 - embraer (embr-nm)- distribuicao de juros sobre capital proprio http://t.co/iag5yuyxkc,$ embr3 - embraer ( embr-nm ) - distribuicao de juro sobrar capital proprio http : //t.co/iag5yuyxkc,Positivo
vivt4 bateu no objetivo do anderson agora quer ver e saber quais as operações do anderson entre em contato: centraltrader@hotmail.com,vivt4 bater o objetivo do anderson agora querer ver e saber qual o operação do anderson entrar em contato : centraltrader @ hotmail.com,Positivo
"@piavu não fernandes, foi só a correria, vc queria saber mo que mesmo da petr4?","@ piavu não fernandes , ser só o correr , vc querer saber mo que mesmo da petr4 ?",Negativo
no diário #petr4 conseguiu vencer as duas ltb´s mas permanece abaixo da média rock. leia mais: http://t.co/lyvy4igds7,o diário # petr4 conseguir vencer o dois ltb´s mas permanecer abaixar da médio rock . ler mais : http : //t.co/lyvy4igds7,Neutro
"rt @imcharliedrew: paz, respeito e amor","rt @ imcharliedrew : paz , respeitar e amor",Positivo
"#cyre3 e rsid3 cfe postado de manhã, entrada e com um bom lucro","# cyre3 e rsid3 cfe postar de manhã , entrar e com um bom lucrar",Positivo
"#vale5 opções não vira pó, alguem fica com o dinheiro, ou vai pro lixo ?","# vale5 opção não virar pó , alguem ficar com o dinheiro , ou ir pro lixar ?",Negativo
"#cmig4 entrada pelo diário, mas comi bola!!!!","# cmig4 entrar pelar diário , mas comer bolar ! ! ! !",Negativo
"rt @live_trade: hihihi #vale5 27,34 encerro operação de compra....","rt @ live_trade : hihihi # vale5 27,34 encerrar operação de comprar ....",Positivo
"não entendo muito de ações, mas tem um padrão na ação do banco do brasil #bbas3 nos últ 5 anos. em abr ela valoriza e em out despenca.","não entender muito de ações , mas ter um padrão o ação do banco do brasil # bbas3 o últ 5 ano . em abr ele valorizar e em out despencar .",Neutro
gráfico diário da #vale5 http://t.co/scju0btehx,gráfico diário da # vale5 http : //t.co/scju0btehx,Neutro
"#dasa3 desespero dos comprados vendendo abaixo de onde foi a opa
r$ 14,80 / -2,12%","# dasa3 desesperar dos comprar vender abaixar de onde ser o opar r $ 14,80 / -2,12 %",Negativo
@bancotario #petr4 atento aos 10 reais,@ bancotario # petr4 atentar aos 10 real,Positivo
"tempo real: souza cruz cai após disparar 6% na véspera, anima dispara 7% com são judas: acom... http://t.co/5nnozqowos #infomoney #vale5","tempo real : souza cruz cair após disparar 6 % o véspera , animar disparar 7 % com ser judas : acom ... http : //t.co/5nnozqowos # infomoney # vale5",Positivo
"wintrade recomenda 2 novos papéis para o mês de abril, confira: as units da klabin e as açõe... http://t.co/w8thznqirs #infomoney #vale5","wintrade recomendar 2 novo papel parir o mês de abril , conferir : o units da klabin e o açõe ... http : //t.co/w8thznqirs # infomoney # vale5",Positivo
"@ferrisss ao seu ver, a rsid3 está cara?","@ ferrisss ao seu ver , o rsid3 estar caro ?",Neutro
"@live_trade @aecioneto eu to sentado esperando os 12,50 da petr4 que o vidente marcos profetizou....rsrsrs","@ live_trade @ aecioneto eu to sentar esperar o 12,50 da petr4 que o vidente marco profetizar .... rsrsrs",Positivo
petr3 comprar a r$ 12.79 indicado em 19/03/2014 14:13 e finalizou a venda com resultado de r$ 0.42 ou 3.28 % http://t.co/kgt1yitbf7,petr3 comprar o r $ 12.79 indicar em 19/03/2014 14:13 e finalizar o vender com resultar de r $ 0.42 ou 3.28 % http : //t.co/kgt1yitbf7,Neutro
"após cair 25% no ano, petrobras perde posição no ibovespa e é ultrapassada pelo itaú: as açõ... http://t.co/neq1d1xgzm #infomoney #vale5","após cair 25 % o ano , petrobras perder posição o ibovespa e ser ultrapassar pelar itaú : o açõ ... http : //t.co/neq1d1xgzm # infomoney # vale5",Negativo
"intraday petr4: suportes 16,18 e 16,43 e resistências 17,02 e 17,36
intraday vale5: suportes 26,39 e 26,56 e resistências 26,99 e 27,25","intraday petr4 : suporte 16,18 e 16,43 e resistência 17,02 e 17,36 intraday vale5 : suporte 26,39 e 26,56 e resistência 26,99 e 27,25",Neutro
"@live_trade sim, você está fora do escritório... se a petr4 descer 8% seria possível?","@ live_trade sim , você estar ser do escritório ... se o petr4 descer 8 % seriar possível ?",Neutro
"#bovespa #goll4 gol faz aumento de capital de r$ 185,7 mi e prevê investimento da airfrance. http://t.co/0kro8opwad","# bovespa # goll4 gol fazer aumentar de capital de r $ 185,7 mi e prever investimento da airfrance . http : //t.co/0kro8opwad",Positivo
#ibov #ciel3 cielo realiza assembleia geral ordinária e extraordinária dia 31/03 às 10:00h. http://t.co/bi6kfrxnku #br,# ibov # ciel3 cielo realizar assembleia geral ordinário e extraordinário dia 31/03 às 10:00h . http : //t.co/bi6kfrxnku # br,Neutro
"a light s.a. fechou o dia de ontem ao preço de r$ 16,58 (+3,17%) com volume de r$ 26,10 mm.
$ligt3","o light s.a. fechar o dia de ontem ao preço de r $ 16,58 ( +3,17 % ) com volumar de r $ 26,10 m . $ ligt3",Neutro
"analisando ativos para ponta vendedora: rsid3, pdgr3, oibr4, oibr3, ogxp3, imch3, hrtp3, enbr3.","analisar ativos parir pontar vendedor : rsid3 , pdgr3 , oibr4 , oibr3 , ogxp3 , imch3 , hrtp3 , enbr3 .",Neutro
@nayara_g1 hoje do jeito que tá o jeito é sorrir pra não chorar com estatística né @ursulafdj ? kkkkkkkkkkk,@ nayara_g1 hoje do jeito que tá o jeito ser sorrir pra não chorar com estatístico né @ ursulafdj ? kkkkkkkkkkk,Negativo
"acabei de atualizar as análises de bvmf3, itub4, pdgr3, petr4, usim5 e vale5 no invista em ações http://t.co/lnfxooww7g","acabar de atualizar o análise de bvmf3 , itub4 , pdgr3 , petr4 , usim5 e vale5 o investir em ações http : //t.co/lnfxooww7g",Neutro
#petr4 seguindo o mesmo caminho da #ogxp3,# petr4 seguir o mesmo caminhar da # ogxp3,Negativo
@webtraderx p13 ? você compra caso acredite que vá cair. vende se acha que vai subir. tudo sempre em relação à petr4 ...,@ webtraderx p13 ? você comprar casar acreditar que ir cair . vender se achar que ir subir . tudo sempre em relação à petr4 ...,Neutro
#bovespa #usim5 usiminas sai de prejuízo e lucra r$ 222 milhões no 1º trimestre: http://t.co/takgnodn5b,# bovespa # usim5 usiminas sair de prejuízo e lucrar r $ 222 milhão o 1º trimestre : http : //t.co/takgnodn5b,Positivo
"sinergias com compra da seara pela #jbss3 superam estimativa inicial, diz ceo http://t.co/voius0cpyx","sinergia com comprar da seara pelar # jbss3 superar estimativo inicial , dizer ceo http : //t.co/voius0cpyx",Positivo
"vale pn (vale5), gráfico diário. estudo e linhas d... http://t.co/my4wbcdprv","valer pn ( vale5 ) , gráfico diário . estudar e linha d ... http : //t.co/my4wbcdprv",Neutro
"@ferrisss @dfittarelli vendinha de itub4 nos 35,10 começando a dar frutos, vai que vai!","@ ferrisss @ dfittarelli vendinha de itub4 o 35,10 começar o dar fruto , ir que ir !",Positivo
rt @soucalmo: petralha reclamando q petr4 caiu de 60mil funcionários pra 30mil... qta boquinha perdida né mamador das tetas do governo...,rt @ soucalmo : petralha reclamar q petr4 cair de 60mil funcionário pra 30mil ... qta boca perdido né mamador das teta do governar ...,Negativo
ativo c/ vol financeiro superior à sua mm21-16h: alup11 bbas3 brap4 brin3 cgas5 ciel3 cruz3 csmg3 ctip3 elet3 elet6 enev3 estc3 eurfut geti4,ativo c/ vol financeiro superior à suar mm21-16h : alup11 bbas3 brap4 brin3 cgas5 ciel3 cruz3 csmg3 ctip3 elet3 elet6 enev3 estc3 eurfut geti4,Neutro
"bbse3 - 10 ações para ganhar dinheiro em março, segundo a um investimentos - infomoney 
veja mais em: http://t.co/wynbuanwwc","bbse3 - 10 ações parir ganhar dinheiro em março , segundar o um investimento - infomoney ver mais em : http : //t.co/wynbuanwwc",Positivo
"rastreamento ações-gráfico diário-15h. analise se romper:jbss3 8,07 ligt3 19,19 natu3 40,04 qual3 23,40 sula11 15,18 tble3 35,03 ugpa3 56,83","rastreamento ações-gráfico diário-15h . analisar se romper : jbss3 8,07 ligt3 19,19 natu3 40,04 qual3 23,40 sula11 15,18 tble3 35,03 ugpa3 56,83",Neutro
"petr4 sobe 8,13% c o anúncio de cpi. bovespa sobe 3,5% com queda da popularidade da dilma. cada um tire suas conclusões, são óbvias demais.","petr4 subir 8,13 % c o anúncio de cpi . bovespa subir 3,5 % com quedo da popularidade da dilma . cada um tirar suar conclusão , ser óbvio demais .",Negativo
"@samuel_rcx cyre3 tá quase, vc viu lá?","@ samuel_rcx cyre3 tá quase , vc ver lá ?",Positivo
ativo c/ vol financeiro superior à sua mm21-14h: sanb11 seer3 smto3 suzb5 tcsa3 tecn3,ativo c/ vol financeiro superior à suar mm21-14h : sanb11 seer3 smto3 suzb5 tcsa3 tecn3,Neutro
"operação swing: rt @live_trade: #usim5 comprando 8,61 amanhã","operação swing : rt @ live_trade : # usim5 comprar 8,61 amanhã",Neutro
"a light s.a. fechou o dia de ontem ao preço de r$ 15,70 (-1,07%) com volume de r$ 18,09 mm.
$ligt3","o light s.a. fechar o dia de ontem ao preço de r $ 15,70 ( -1,07 % ) com volumar de r $ 18,09 m . $ ligt3",Neutro
trade com #jbss3 concluído com sucesso :d,trade com # jbss3 concluir com sucesso : d,Positivo
"@raphafigueredo rapha olha o candle semanal de pdgr3, medonho.","@ raphafigueredo rapha olhar o candle semanal de pdgr3 , medonho .",Neutro
"rt @botinhao: @gibexjr e hoje tem resultado da vale... http://t.co/acfdtslbvg bons lren3 embr3 e pcar4, ruim brfs3 saiu agora.","rt @ botinhao : @ gibexjr e hoje ter resultar da valer ... http : //t.co/acfdtslbvg bom lren3 embr3 e pcar4 , ruim brfs3 sair agora .",Positivo
a última indicação da #itub4 resultou em 6.66 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # itub4 resultar em 6.66 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Positivo
"entrando em long&amp,short petr4 x petr3 com spread de r$0,57 ! fica a dica e quem quiser o relatorio é só pedir!","entrar em long & amp , short petr4 x petr3 com spread de r $ 0,57 ! ficar o dica e quem querer o relatorio ser só pedir !",Positivo
pcar4_venda http://t.co/ricftnoyxh,pcar4_venda http : //t.co/ricftnoyxh,Neutro
"start de #elpl4 em 9,56 com alvo em 9,90 e stop em 9,39","start de # elpl4 em 9,56 com alvo em 9,90 e stop em 9,39",Positivo
"@garimpodeacoes #csna3 
ilg = 0,23
ilc = 0,78
ils = 0,40
se achar alguma coisa boa lá, vende!","@ garimpodeacoes # csna3 ilg = 0,23 ilc = 0,78 ils = 0,40 se achar algum coisa bom lá , vender !",Positivo
$cyre3 - cyrela (cyre3): lucro líquido de r$ 719 milhões em 2013 http://t.co/s7depggl0j,$ cyre3 - cyrela ( cyre3 ) : lucrar líquido de r $ 719 milhão em 2013 http : //t.co/s7depggl0j,Neutro
tudo que um dia a #petr4 dá no outro ela toma...,tudo que um dia o # petr4 dar o outro ele tomar ...,Negativo
"sbsp3 tá subindo 1,18% hoje, depois de uma alta de 1,7% ontem.","sbsp3 tá subir 1,18 % hoje , depois de umar alto de 1,7 % ontem .",Positivo
"rt @otraderonline: gatilho position, semana que vem:   ativo vale5 - venda  - validade 11/abr - start 27,91 - stop 30,06 - rp 25,76 http://…","rt @ otraderonline : gatilho position , semana que vir : ativo vale5 - vender - validade 11/abr - start 27,91 - stop 30,06 - rp 25,76 http : //…",Positivo
"@live_trade atenção q sua alll3 está quase no 6,81 dnovo","@ live_trade atenção q suar alll3 estar quase o 6,81 dnovo",Positivo
"notas gerais

a br properties (brpr3) vendeu à lpp empreendimentos e participações, sociedade do grupo glp, a... http://t.co/ou2d3dykdh","noto gerar o br properties ( brpr3 ) vender à lpp empreendimento e participação , sociedade do grupar glp , o ... http : //t.co/ou2d3dykdh",Neutro
#ggbr4 o balanço é amanhã dia 07 antes do pregão.,# ggbr4 o balançar ser amanhã dia 07 antar do pregão .,Neutro
dá-lhe cyre3,dá-lhe cyre3,Positivo
"o melhor cenário numa operação de venda coberta de opções é vender otm e a ação subir. é o que está acontecendo com vale5, neste momento.","o melhor cenário numa operação de vender cobrir de opção ser vender otm e o ação subir . ser o que estar acontecer com vale5 , neste momento .",Positivo
bbas3 stop loss semanal. amanha atualizo tudo da semana,bbas3 stop loss semanal . amanhar atualizo tudo da semana,Neutro
$cpfe3 - cpfl energia (cpfe-nm) - demonstracoes financeiras de 31/12/2013 (cons) http://t.co/l1mnwwsbdb,$ cpfe3 - cpfl energia ( cpfe-nm ) - demonstracoes financeiro de 31/12/2013 ( cons ) http : //t.co/l1mnwwsbdb,Neutro
#bovespa #oibr4 meu senhor todo-poderoso que leilão é esse?? ô.ô,# bovespa # oibr4 meu senhor todo-poderoso que leilão ser esse ? ? ô.ô,Neutro
"cuidado com vale5. ima-crash da vale está ficando muito alto.grande chance de queda forte nos próx. 2 dias, http://t.co/j9jxow4gs6","cuidar com vale5 . ima-crash da valer estar ficar muito alto.grande chance de quedo forte o próx . 2 dia , http : //t.co/j9jxow4gs6",Negativo
"rt @ale_chumer: demorou 1 mês a mais que o previsto, mas o #ibovespa chegou nos 45 mil pontos e $petr4 beliscou os r$12,90. 
que situação.","rt @ ale_chumer : demorar 1 mês o mais que o prever , mas o # ibovespa chegar o 45 mil ponto e $ petr4 beliscar o r $ 12,90 . que situação .",Negativo
rt @i_am_a_lord: fico bue preocupado quando os meus tweets aparecem duas vezes,rt @ i_am_a_lord : ficar bue preocupar quando o meu tweets aparecer dois vezar,Neutro
pq ts ñ pegou #csn? +12% rt @live_trade: mas usim5 postada ontem deu certo rsrsrr,pq ts ñ pegar # csn ? +12 % rt @ live_trade : mas usim5 postar ontem dar certar rsrsrr,Neutro
caraca ... o negócio começou tenso na #petr4 ! o jogo tá pesado !! o.o,caraca ... o negócio começar tenso o # petr4 ! o jogar tá pesar ! ! o.o,Negativo
bom dia,bom dia,Neutro
pps é diff dos outros socialistas? pasadenagate: novos documentos complicam dilma e apontam necessidade de cpi #petr4 http://t.co/xvdezbtb98,pps ser diff dos outro socialista ? pasadenagate : novo documento complicar dilma e apontar necessidade de cpi # petr4 http : //t.co/xvdezbtb98,Negativo
rt @wallfigueiredo: ativo c/ vol financeiro superior à sua mm21-14h: bbse3 brap4 btow3 cpfe3 enbr3 mult3,rt @ wallfigueiredo : ativo c/ vol financeiro superior à suar mm21-14h : bbse3 brap4 btow3 cpfe3 enbr3 mult3,Neutro
#oil #ibov #petr4 petrobras faz alerta sobre dívida e rating de crédito: http://t.co/6u2nc2nfmi #br,# oil # ibov # petr4 petrobras fazer alertar sobrar dívida e rating de crédito : http : //t.co/6u2nc2nfmi # br,Negativo
a última indicação da #itub4 resultou em 1.86 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # itub4 resultar em 1.86 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Positivo
"todos os dias no fechamento do mercado #itub4 mesmo caindo tem uma puxada no pregão. estranho, dia todo em baixa e pregao puxando pra cima.","todo o dia o fechamento do mercar # itub4 mesmo cair ter umar puxar o pregão . estranhar , dia todo em baixo e pregao puxar pra cima .",Positivo
$tble3 - tractebel (tble-nm) - obras de construcao do complexo eolico santa monica http://t.co/ba3mouuyig,$ tble3 - tractebel ( tble-nm ) - obrar de construcao do complexo eolico santo monica http : //t.co/ba3mouuyig,Neutro
krot3 esta subindo bem na bolsa. vamos analisar!,krot3 este subir bem o bolsar . ir analisar !,Positivo
"atualização do estudo: ibov, índice futuro, vale5, petr4: http://t.co/a6uhpwtnfo via @youtube","atualização do estudar : ibov , índice futurar , vale5 , petr4 : http : //t.co/a6uhpwtnfo ver @ youtube",Neutro
